COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS,clean_text,pred_youtube,pred_twitter,pred_reviews,score_moyen,pred_consolidee
z12ohdxjtsatvppjb04cctprprb1slnxdf4,outrightignite,2013 12 01t03 30 55,show your auburn pride here,1,z12ohdxjtsatvppjb04cctprprb1slnxdf4 outrightignite 2013 12 01t03 30 55 show your auburn pride here,0,0,negative,-0.3333333333333333,negative
z12ntlcqht2bvjewi04cf1up0xjvs5lq3mc0k,owen lai,2013 12 01t04 51 52,just checking the views,0,z12ntlcqht2bvjewi04cf1up0xjvs5lq3mc0k owen lai 2013 12 01t04 51 52 just checking the views,0,1,positive,0.6666666666666666,positive
lzqpqhlyrh9exarr4znvcdonsbvsmhkyot24e qr6fe,guitarz,2013 12 23t12 54 38,check out my channel,1,lzqpqhlyrh9exarr4znvcdonsbvsmhkyot24e qr6fe guitarz 2013 12 23t12 54 38 check out my channel,1,1,negative,0.3333333333333333,positive
lzqpqhlyrh9y57urf7qpzrk3mvajnlnhhzga 5ywbu8,living4techno,2013 12 25t19 46 26,marketglory com strategygame andrijamatf earn real money from game,1,lzqpqhlyrh9y57urf7qpzrk3mvajnlnhhzga 5ywbu8 living4techno 2013 12 25t19 46 26 marketglory com strategygame andrijamatf earn real money from game,1,0,negative,0.0,neutral
lzqpqhlyrh9vw01xvvw5ywzzeuopg1hsgrmhep55 yw,8 bitmusic,2013 12 27t23 07 50,hey guys im a 12 yr old music producer i make chiptunes and 8bit music it would be wonderful if you checked out some of my 8bit remixes i even have a gangnamstyle 8bit remix if you would like to check that out thanks,1,lzqpqhlyrh9vw01xvvw5ywzzeuopg1hsgrmhep55 yw 8 bitmusic 2013 12 27t23 07 50 hey guys im a 12 yr old music producer i make chiptunes and 8bit music it would be wonderful if you checked out some of my 8bit remixes i even have a gangnamstyle 8bit remix if you would like to check that out thanks,1,1,positive,1.0,positive
z13kszcinpnvc34v2234fnpxkpmlw3nhc04,kyle jaber,2014 01 19t00 21 29,check me out i m kyle i rap so yeah,1,z13kszcinpnvc34v2234fnpxkpmlw3nhc04 kyle jaber 2014 01 19t00 21 29 check me out i m kyle i rap so yeah,1,1,positive,1.0,positive
z13tj514otzlurfbc04ccjwhrnmej1iihqw0k,brandon pryor,2014 01 19t00 36 25,i dont even watch it anymore i just come here to check on 2 billion or not,0,z13tj514otzlurfbc04ccjwhrnmej1iihqw0k brandon pryor 2014 01 19t00 36 25 i dont even watch it anymore i just come here to check on 2 billion or not,0,0,negative,-0.3333333333333333,negative
z13zvh1rmk3cf3mby04civbq5mjtddmbysk0k,fun amp hacks,2014 01 19t00 42 35,subscribe to me for free android games apps,1,z13zvh1rmk3cf3mby04civbq5mjtddmbysk0k fun amp hacks 2014 01 19t00 42 35 subscribe to me for free android games apps,1,2,positive,1.3333333333333333,positive
z120y3ribybzdf3fj23sf1rpgq3cex0sh,young hittaz,2014 01 19t04 21 11,everyone please come check our newest song in memories of martin luther king jr,1,z120y3ribybzdf3fj23sf1rpgq3cex0sh young hittaz 2014 01 19t04 21 11 everyone please come check our newest song in memories of martin luther king jr,1,1,positive,1.0,positive
z13autsqgzblcx3w104chr4r2kexd10rxc0,dropshotsk8r,2014 01 19t04 27 18,came here to check the views goodbye,0,z13autsqgzblcx3w104chr4r2kexd10rxc0 dropshotsk8r 2014 01 19t04 27 18 came here to check the views goodbye,0,1,positive,0.6666666666666666,positive
z12wvpxppxz3ifk3j224cbsgqraherzrg04,elepticrage,2014 01 19t08 55 53,sub my channel for no reason,1,z12wvpxppxz3ifk3j224cbsgqraherzrg04 elepticrage 2014 01 19t08 55 53 sub my channel for no reason,1,0,positive,0.6666666666666666,positive
z121e3zq5kj3ip2ch22ks3vwekuaibrgc04,joengz,2014 01 19t10 31 10,check out my dubstep song fireball made with fruity loops i really took time in it watch v teloa6rio8o,1,z121e3zq5kj3ip2ch22ks3vwekuaibrgc04 joengz 2014 01 19t10 31 10 check out my dubstep song fireball made with fruity loops i really took time in it watch v teloa6rio8o,0,0,positive,0.3333333333333333,positive
z13kxpqqssa0hlryd04cc1dxeyyngljjngk,tasha lucius,2014 01 19t13 25 56,2 billion coming soon,0,z13kxpqqssa0hlryd04cc1dxeyyngljjngk tasha lucius 2014 01 19t13 25 56 2 billion coming soon,0,1,positive,0.6666666666666666,positive
z13iuzxwamqhzppyp04cdz1amyzpfdnpdns0k,jason provencal,2014 01 19t16 15 54,why dafuq is a korean song so big in the usa does that mean we support koreans last time i checked they wanted to bomb us,0,z13iuzxwamqhzppyp04cdz1amyzpfdnpdns0k jason provencal 2014 01 19t16 15 54 why dafuq is a korean song so big in the usa does that mean we support koreans last time i checked they wanted to bomb us,0,0,positive,0.3333333333333333,positive
z12txle43yfhvt0f323eghbxivmuytieq,kiddy kidso,2014 01 19t16 49 52,check my channel please and listen to the best music ever p,1,z12txle43yfhvt0f323eghbxivmuytieq kiddy kidso 2014 01 19t16 49 52 check my channel please and listen to the best music ever p,1,1,positive,1.0,positive
z13zj1grjzqhhxzlj23gdpzaovunwnn0f,hamzamurt advanced warefare lets play,2014 01 19t17 20 58,sub 4 sub please like this comment i want a succesfull youtube so pplease like this comment and subscribe it only takes 10 seconds please if you subscribe ill subscribe back thanks,1,z13zj1grjzqhhxzlj23gdpzaovunwnn0f hamzamurt advanced warefare lets play 2014 01 19t17 20 58 sub 4 sub please like this comment i want a succesfull youtube so pplease like this comment and subscribe it only takes 10 seconds please if you subscribe ill subscribe back thanks,1,1,positive,1.0,positive
z13csdop4venytrru04cf11q1wmbdvkrfpo0k,ii trollercopter,2014 01 19t17 25 23,hey everyone i have just started my first yt channel i would be grateful if some of you peoples could check out my first clip in bf4 and give me some advice on how my video was and how i could improve it also be sure to go check out the about to see what im all about thanks for your time and to haters you hate i win,1,z13csdop4venytrru04cf11q1wmbdvkrfpo0k ii trollercopter 2014 01 19t17 25 23 hey everyone i have just started my first yt channel i would be grateful if some of you peoples could check out my first clip in bf4 and give me some advice on how my video was and how i could improve it also be sure to go check out the about to see what im all about thanks for your time and to haters you hate i win,1,0,positive,0.6666666666666666,positive
z13ce52jzwfitrkup23din4ojputijen3,eugene kalinin,2014 01 19t19 21 04,the projects after effects music foto web sites and another you can find and buy here,1,z13ce52jzwfitrkup23din4ojputijen3 eugene kalinin 2014 01 19t19 21 04 the projects after effects music foto web sites and another you can find and buy here,0,0,negative,-0.3333333333333333,negative
z13phfyxhovav1hl122bf5iidumufzbel,cody tolleson,2014 01 20t02 50 44,youtube codytolleson for awesome videos i ll subscribe back,1,z13phfyxhovav1hl122bf5iidumufzbel cody tolleson 2014 01 20t02 50 44 youtube codytolleson for awesome videos i ll subscribe back,1,2,positive,1.3333333333333333,positive
z13xytyybsypw34yv04cc33xkke1grugh2w,cake cat,2014 01 20t04 45 34,if you like roblox minecraft world of warcraft gta5 mario suscribe to my channel,1,z13xytyybsypw34yv04cc33xkke1grugh2w cake cat 2014 01 20t04 45 34 if you like roblox minecraft world of warcraft gta5 mario suscribe to my channel,1,1,positive,1.0,positive
z13vsbcjwrybe3hsf23sgvnxfr3zxnion04,world327rs,2014 01 20t06 16 28,subscribe to me and i ll subscribe to you must like czfcxsn0jnq,1,z13vsbcjwrybe3hsf23sgvnxfr3zxnion04 world327rs 2014 01 20t06 16 28 subscribe to me and i ll subscribe to you must like czfcxsn0jnq,1,1,positive,1.0,positive
z12jvnua2tifirkvk23cfjtpxwmgxfch004,didier drogba,2014 01 20t06 57 25,come follow and watch my stream,1,z12jvnua2tifirkvk23cfjtpxwmgxfch004 didier drogba 2014 01 20t06 57 25 come follow and watch my stream,1,1,positive,1.0,positive
z13stv3brxe1snv2i225fnvganneudej004,mfkin prxphetz,2014 01 20t09 08 39,if you like raw talent raw lyrics straight real hip hop everyone check my newest sound dizzy x got the juice prod by drugs the model citizen comment tell me what you think dont be lazy 1 7 prophetz,1,z13stv3brxe1snv2i225fnvganneudej004 mfkin prxphetz 2014 01 20t09 08 39 if you like raw talent raw lyrics straight real hip hop everyone check my newest sound dizzy x got the juice prod by drugs the model citizen comment tell me what you think dont be lazy 1 7 prophetz,1,0,positive,0.6666666666666666,positive
z12ktfsarrv0wdj3p22ifbxz3zn2fthhw04,dave x,2014 01 20t10 12 07,subscribe to my channel,1,z12ktfsarrv0wdj3p22ifbxz3zn2fthhw04 dave x 2014 01 20t10 12 07 subscribe to my channel,1,1,positive,1.0,positive
z121znjjloycwtjf2233dfo5esfggn3lj,crestpee,2014 01 20t13 03 12,now its 1 884 034 783 views pls comment the view count the next hour p,0,z121znjjloycwtjf2233dfo5esfggn3lj crestpee 2014 01 20t13 03 12 now its 1 884 034 783 views pls comment the view count the next hour p,0,0,positive,0.3333333333333333,positive
z125zbmwryjwxzx4504cfjzwbtztuvkif3c,leonardo baptista,2014 01 20t15 10 27,,1,z125zbmwryjwxzx4504cfjzwbtztuvkif3c leonardo baptista 2014 01 20t15 10 27,0,1,positive,0.6666666666666666,positive
z12stpyqaonsercxw04cjbr4dlnrxd34soo0k,phuc ly,2014 01 20t15 27 47,go here to check the views 3,0,z12stpyqaonsercxw04cjbr4dlnrxd34soo0k phuc ly 2014 01 20t15 27 47 go here to check the views 3,0,1,positive,0.6666666666666666,positive
z13nvr2xayrwffsio04cj3zwyuf3vb1imdg,milan george,2014 01 20t16 15 09,thumbs up if u checked this video to see hw views it got,0,z13nvr2xayrwffsio04cj3zwyuf3vb1imdg milan george 2014 01 20t16 15 09 thumbs up if u checked this video to see hw views it got,0,1,positive,0.6666666666666666,positive
z13uzhdomzvbffvwa04cgplq2zewfz2hm2k,kirsty brown,2014 01 20t16 41 27,plz subscribe to my channel and i will subscribe back xx,1,z13uzhdomzvbffvwa04cgplq2zewfz2hm2k kirsty brown 2014 01 20t16 41 27 plz subscribe to my channel and i will subscribe back xx,1,1,positive,1.0,positive
z13ucxa51rnftvu2j22if5oihq2qipjlp,kochos,2014 01 20t17 08 37,i check back often to help reach 2x10 9 views and i avoid watching baby,0,z13ucxa51rnftvu2j22if5oihq2qipjlp kochos 2014 01 20t17 08 37 i check back often to help reach 2x10 9 views and i avoid watching baby,0,1,positive,0.6666666666666666,positive
z120grixiomvyvbga04cfl24csz5jf4zzuc0k,eskiip,2014 01 20t17 22 53,this video will get to 2 billion just because of people checking if it has hit 2 billion yet,0,z120grixiomvyvbga04cfl24csz5jf4zzuc0k eskiip 2014 01 20t17 22 53 this video will get to 2 billion just because of people checking if it has hit 2 billion yet,0,0,positive,0.3333333333333333,positive
z13gevgohyzktbztz22mcrcpntfxvpvan04,wumrogue lite,2014 01 20t17 29 52,like this facebook page chance to win an iphone 5s,1,z13gevgohyzktbztz22mcrcpntfxvpvan04 wumrogue lite 2014 01 20t17 29 52 like this facebook page chance to win an iphone 5s,0,1,positive,0.6666666666666666,positive
z12gy5tb2kase1nix04cipry3mf1wh5grko0k,ruddy tapia,2014 01 20t17 58 46,get gwar to play 2015 superbowl,1,z12gy5tb2kase1nix04cipry3mf1wh5grko0k ruddy tapia 2014 01 20t17 58 46 get gwar to play 2015 superbowl,0,0,positive,0.3333333333333333,positive
z13hxl3yoqmlvdlnu23atlqgsoyevlsse,artsi,2014 01 20t18 52 12,pls follow this channel,1,z13hxl3yoqmlvdlnu23atlqgsoyevlsse artsi 2014 01 20t18 52 12 pls follow this channel,1,1,positive,1.0,positive
z12gv5qoconqsbe0h221wljgmwe4v1nmu,prosgameronly,2014 01 20t20 00 55,hi guys check my youtube channel,1,z12gv5qoconqsbe0h221wljgmwe4v1nmu prosgameronly 2014 01 20t20 00 55 hi guys check my youtube channel,1,1,negative,0.3333333333333333,positive
z13eepr4dyjet34pt04cgr1rctvwsvqwqso0k,jp jochem,2014 01 20t20 23 35,subscribe and like to me for more how to videos on minecraft,1,z13eepr4dyjet34pt04cgr1rctvwsvqwqso0k jp jochem 2014 01 20t20 23 35 subscribe and like to me for more how to videos on minecraft,1,0,positive,0.6666666666666666,positive
z121st5w5k3ui1veg22zirn4gkr5tby2v,jdidk loma,2014 01 20t20 35 56,great game check it out,1,z121st5w5k3ui1veg22zirn4gkr5tby2v jdidk loma 2014 01 20t20 35 56 great game check it out,1,2,positive,1.3333333333333333,positive
z13osnp4hnzry1o15224yfzbotr0epxqk04,baconbro hd,2014 01 20t21 11 52,subscribe me,1,z13osnp4hnzry1o15224yfzbotr0epxqk04 baconbro hd 2014 01 20t21 11 52 subscribe me,1,1,positive,1.0,positive
z12rgllzmwnfuba4h04ch3njgy2fg3ryerg0k,eanna cusack,2014 01 20t22 20 59,im just to check how much views it has,0,z12rgllzmwnfuba4h04ch3njgy2fg3ryerg0k eanna cusack 2014 01 20t22 20 59 im just to check how much views it has,0,1,negative,0.0,neutral
z12rc1ebfvrmufz5w04ccl2pmt3ih5dymq40k,fastestghost,2014 01 21t02 09 22,the first comment is chuck norrus ovbiously d,0,z12rc1ebfvrmufz5w04ccl2pmt3ih5dymq40k fastestghost 2014 01 21t02 09 22 the first comment is chuck norrus ovbiously d,0,1,positive,0.6666666666666666,positive
z13mcpkzpoz1hj3o304cfd3oouf2tj1rnk40k,stuntmangaming,2014 01 21t02 29 43,behold the most viewed youtube video in the history of ever,0,z13mcpkzpoz1hj3o304cfd3oouf2tj1rnk40k stuntmangaming 2014 01 21t02 29 43 behold the most viewed youtube video in the history of ever,0,0,positive,0.3333333333333333,positive
z121cnnzhsybzjkt122nsviacsekvvt1r,master chief,2014 01 21t03 16 46,when is this gonna hit 2 billion,0,z121cnnzhsybzjkt122nsviacsekvvt1r master chief 2014 01 21t03 16 46 when is this gonna hit 2 billion,0,0,positive,0.3333333333333333,positive
z125gx4g5wemgtyvr23ryvlrbxjvwl2mi,david bell,2014 01 21t03 18 31,the most viewed youtube video of all time,0,z125gx4g5wemgtyvr23ryvlrbxjvwl2mi david bell 2014 01 21t03 18 31 the most viewed youtube video of all time,0,0,positive,0.3333333333333333,positive
z12lzbu4iymmvjgj004cdjaonunljbjwwo00k,virgie natividad,2014 01 21t07 33 30,969 210 dislikes like dislike themselves,0,z12lzbu4iymmvjgj004cdjaonunljbjwwo00k virgie natividad 2014 01 21t07 33 30 969 210 dislikes like dislike themselves,0,1,positive,0.6666666666666666,positive
z13kvvkixzvadn5ii04chnnbsvn3w1pq5dk,asd ad,2014 01 21t08 22 06,psy korean,0,z13kvvkixzvadn5ii04chnnbsvn3w1pq5dk asd ad 2014 01 21t08 22 06 psy korean,0,1,positive,0.6666666666666666,positive
z13zz3cjwmztcni0p23ug3vb0pasfvzqc04,dymetex,2014 01 21t09 03 36,omg this oldspice spraytan party commercial omg i m sitting here no this isn t a real thing is it omg,0,z13zz3cjwmztcni0p23ug3vb0pasfvzqc04 dymetex 2014 01 21t09 03 36 omg this oldspice spraytan party commercial omg i m sitting here no this isn t a real thing is it omg,0,0,positive,0.3333333333333333,positive
z12ifxrbkmaechwtt22jwryqmoaefhipf04,mrtuizentfloot,2014 01 21t13 39 13,this is the only video on youtube that get so much views just because we want to see how much views it has 1 000 000 every day i mean most people think a video is popular when it actually gets 1 000 000 views,0,z12ifxrbkmaechwtt22jwryqmoaefhipf04 mrtuizentfloot 2014 01 21t13 39 13 this is the only video on youtube that get so much views just because we want to see how much views it has 1 000 000 every day i mean most people think a video is popular when it actually gets 1 000 000 views,0,0,positive,0.3333333333333333,positive
lzqpqhlyrh hbykd xw4odrojbjtfrs ubsb2xk8grk,oreogam3r,2014 01 25t19 36 25,it s been back for quite a while now,0,lzqpqhlyrh hbykd xw4odrojbjtfrs ubsb2xk8grk oreogam3r 2014 01 25t19 36 25 it s been back for quite a while now,0,0,positive,0.3333333333333333,positive
lzqpqhlyrh9u7lv dkpj7lawpbcotxfghzby93tk028,leonardo caetano,2014 01 27t19 36 00,2 billions in 2014,0,lzqpqhlyrh9u7lv dkpj7lawpbcotxfghzby93tk028 leonardo caetano 2014 01 27t19 36 00 2 billions in 2014,0,1,positive,0.6666666666666666,positive
z12eexphzo2uslizg04cirmywyzjdnm5gqc0k,fab life,2014 11 02t00 48 57,plz check out fablife welcome to fablife for diys and challenges so plz subscribe thx,1,z12eexphzo2uslizg04cirmywyzjdnm5gqc0k fab life 2014 11 02t00 48 57 plz check out fablife welcome to fablife for diys and challenges so plz subscribe thx,1,2,positive,1.3333333333333333,positive
z124fn5ahqnfdbxtg23ihlijyqjqtr1lk,oh 1080s,2014 11 02t01 08 10,sub my channel,1,z124fn5ahqnfdbxtg23ihlijyqjqtr1lk oh 1080s 2014 11 02t01 08 10 sub my channel,1,1,positive,1.0,positive
z12lubwrvv35zpzub23ywxbbiuawjbalc,ariel baptista,2014 11 02t05 06 46,,1,z12lubwrvv35zpzub23ywxbbiuawjbalc ariel baptista 2014 11 02t05 06 46,0,1,positive,0.6666666666666666,positive
z13osfxhtkfmwpxue234z3wimzmcs1k2x,stefano albanese,2014 11 02t12 04 36,,1,z13osfxhtkfmwpxue234z3wimzmcs1k2x stefano albanese 2014 11 02t12 04 36,0,1,positive,0.6666666666666666,positive
z12tcdxa5k3bsvtqh04ccnaqusj1vvfju3s,salim tayara,2014 11 02t14 33 30,if your like drones plz subscribe to kamal tayara he takes videos with his drone that are absolutely beautiful,1,z12tcdxa5k3bsvtqh04ccnaqusj1vvfju3s salim tayara 2014 11 02t14 33 30 if your like drones plz subscribe to kamal tayara he takes videos with his drone that are absolutely beautiful,1,0,positive,0.6666666666666666,positive
z13gsp34uumcdje4q04civk54zr4wr0gxjc,lucky d,2014 11 02t14 53 06,,1,z13gsp34uumcdje4q04civk54zr4wr0gxjc lucky d 2014 11 02t14 53 06,0,1,positive,0.6666666666666666,positive
z123e1gg3zyuf30ox04cdtbzgmaby3ehjc0,lucas trigo,2014 11 02t15 52 22,whats up everyone i trying to showcase my talent to the world i have over 3000 subscribers i promise i dont suck please spread my covers around subscribe amp share thanks so much for all your support lucas trigo stay awesome,1,z123e1gg3zyuf30ox04cdtbzgmaby3ehjc0 lucas trigo 2014 11 02t15 52 22 whats up everyone i trying to showcase my talent to the world i have over 3000 subscribers i promise i dont suck please spread my covers around subscribe amp share thanks so much for all your support lucas trigo stay awesome,1,2,positive,1.3333333333333333,positive
z13ezz5zsz3pyhyip04cibtpwwbdejzrmlk0k,thehariiiii,2014 11 02t16 17 11,gt gt gt gt lt,1,z13ezz5zsz3pyhyip04cibtpwwbdejzrmlk0k thehariiiii 2014 11 02t16 17 11 gt gt gt gt lt,0,1,positive,0.6666666666666666,positive
z12ywjvgdtrhxdlz504cd1tquqvuhbs4abw,angel,2014 11 02t17 27 09,hi there i m group leader of angel a rookie korean pop group we have four members chanicka julie stephanie and myself leah please feel free to check out our channel and leave some feedback on our cover videos criticism is welcome as we know we re not top notch singers so please come leave some constructive feedback on our videos we appreciate any chance to improve before auditioning for a korean management company we plan on auditioning for jyp bighit jellyfish yg or sm thank you for taking time out of your day to read this,1,z12ywjvgdtrhxdlz504cd1tquqvuhbs4abw angel 2014 11 02t17 27 09 hi there i m group leader of angel a rookie korean pop group we have four members chanicka julie stephanie and myself leah please feel free to check out our channel and leave some feedback on our cover videos criticism is welcome as we know we re not top notch singers so please come leave some constructive feedback on our videos we appreciate any chance to improve before auditioning for a korean management company we plan on auditioning for jyp bighit jellyfish yg or sm thank you for taking time out of your day to read this,1,0,positive,0.6666666666666666,positive
z122f1fy5muwdxdxd04cexyxes3hh5hrifc,squir3,2014 11 02t18 34 03,free cs go,1,z122f1fy5muwdxdxd04cexyxes3hh5hrifc squir3 2014 11 02t18 34 03 free cs go,0,1,positive,0.6666666666666666,positive
z12jud4o3n34v5wph04ce3db0y2njn55gog0k,kaya roberts,2014 11 02t20 00 37,admit it you just came here to check the number of viewers,0,z12jud4o3n34v5wph04ce3db0y2njn55gog0k kaya roberts 2014 11 02t20 00 37 admit it you just came here to check the number of viewers,0,0,positive,0.3333333333333333,positive
z12xxjkwevvjzvvms22xz3sjqovty3qip04,prim n,2014 11 02t22 48 21,just coming to check if people are still viewing this video and apparently they still do,0,z12xxjkwevvjzvvms22xz3sjqovty3qip04 prim n 2014 11 02t22 48 21 just coming to check if people are still viewing this video and apparently they still do,0,0,positive,0.3333333333333333,positive
z13ydfww3ruysvtmv23muhspwqqjszwjc04,james ridge,2014 11 02t23 25 44,check my first video out,1,z13ydfww3ruysvtmv23muhspwqqjszwjc04 james ridge 2014 11 02t23 25 44 check my first video out,1,1,positive,1.0,positive
